Station_Location,Resolved_Name,Station_Order,Years,Total_Samples,Annual_Max,Annual_Avg,Annual_Min,Jan_N,Feb_N,Mar_N,Apr_N,May_N,Jun_N,Jul_N,Aug_N,Sep_N,Oct_N,Nov_N,Dec_N,Jan_Max,Feb_Max,Mar_Max,Apr_Max,May_Max,Jun_Max,Jul_Max,Aug_Max,Sep_Max,Oct_Max,Nov_Max,Dec_Max,Jan_Avg,Feb_Avg,Mar_Avg,Apr_Avg,May_Avg,Jun_Avg,Jul_Avg,Aug_Avg,Sep_Avg,Oct_Avg,Nov_Avg,Dec_Avg,Jan_Min,Feb_Min,Mar_Min,Apr_Min,May_Min,Jun_Min,Jul_Min,Aug_Min,Sep_Min,Oct_Min,Nov_Min,Dec_Min,Avg_Confidence,Match_Score,Match_Type,Page_Num
ERIE PA,Erie,56.0,56,25.0,7.0,2.2,1.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,,3.0,4.0,2.0,3.0,6.0,,2.0,2.0,2.0,2.0,7.0,,1.0,2.0,2.0,2.0,3.0,,1.0,1.0,2.0,2.0,7.0,,,1.0,2.0,1.0,1.0,,1.0,,2.0,2.0,7.0,,,1.0,2.0,1.0,92.0,100.0,exact,74
PITTSBURGH PA,Pittsburgh,48.0,56,21.0,11.0,2.7,1.0,3.0,3.0,3.0,,,3.0,2.0,,2.0,2.0,2.0,1.0,3.0,3.0,4.0,,,11.0,3.0,,3.0,3.0,4.0,3.0,2.0,2.0,3.0,,,4.0,2.0,,3.0,2.0,3.0,3.0,2.0,2.0,3.0,,,1.0,1.0,,3.0,1.0,2.0,3.0,90.3,100.0,exact,74
WIILLUAMSPORT PA,Williamsport,50.0,56,24.0,4.0,2.5,,,,3.0,,3.0,,3.0,2.0,2.0,5.0,3.0,3.0,,3.0,3.0,,2.0,2.0,3.0,2.0,1.0,4.0,,2.0,,2.0,3.0,5.0,2.0,1.0,3.0,2.0,1.0,4.0,,2.0,,,,,,,,,,,,,86.3,90.3,high_confidence,75
WASHINGTON OD,Washington,61.0,54,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.8,88.9,high_confidence,75
UUM,UUM,,,,,4.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,,1.0,1.0,3.0,3.0,5.0,9.0,7.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,,83.8,0.0,unmatched,75
LOUISVILLE KY,Louisville,64.0,,298.0,29.0,14.9,,20.0,19.0,29.0,20.0,2.0,48.0,30.0,50.0,17.0,18.0,13.0,32.0,19.0,15.0,29.0,20.0,2.0,17.0,9.0,13.0,,11.0,15.0,9.0,48.0,10.0,29.0,20.0,2.0,1.0,,,,3.0,15.0,6.0,,,,,,,,,,,,,90.2,100.0,exact,75
CHARLESTON W VA,Charleston,77.0,,232.0,17.0,4.0,,,4.0,3.0,,6.0,2.0,2.0,3.0,2.0,190.0,3.0,17.0,,4.0,3.0,,4.0,1.0,1.0,3.0,2.0,,,17.0,,4.0,3.0,,2.0,1.0,,3.0,2.0,2.0,2.0,17.0,,,,,,,,,,,,,90.1,100.0,exact,75
TAMPA FLA,Tampa,84.0,55,276.0,15.0,5.8,,21.0,3.0,190.0,12.0,12.0,3.0,7.0,4.0,3.0,8.0,3.0,10.0,15.0,8.0,10.0,6.0,,3.0,6.0,3.0,2.0,8.0,3.0,10.0,10.0,8.0,10.0,3.0,7.0,3.0,5.0,2.0,1.0,8.0,3.0,10.0,,,,,,,,,,,,,90.2,100.0,exact,75
ATLANTA G,Atlanta,85.0,55 56,57.0,35.0,10.4,,1.0,,2.0,1.0,35.0,,2.0,,,9.0,6.0,1.0,1.0,,1.0,,35.0,,1.0,,,9.0,6.0,1.0,1.0,,,,35.0,,,,,9.0,6.0,1.0,,,,,,,,,,,,,92.3,94.7,high_confidence,75
CHATTANOOGA TENN,Chattanooga,92.0,56,60.0,10.0,2.7,,,10.0,4.0,1.0,3.0,,4.0,2.0,6.0,8.0,3.0,19.0,,3.0,3.0,,2.0,,4.0,1.0,3.0,3.0,2.0,10.0,5.0,,3.0,,2.0,,4.0,,,,1.0,1.0,,,,,,,,,,,,,93.8,100.0,exact,75
MIA,Miami,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,75.0,low_confidence,75
CHICAGO LL,Chicago,99.0,54,,215.0,29.4,1.0,,,,,,,,,,,,,78.0,134.0,,4.0,20.0,15.0,43.0,15.0,31.0,88.0,50.0,215.0,27.0,59.0,132.0,2.0,6.0,4.0,,6.0,16.0,1.0,10.0,60.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,,,1.0,3.0,85.0,95.2,high_confidence,75
EAST 8ST LOUIS PEET,East St. Louis,104.0,56,74.0,9.0,3.9,,,5.0,11.0,9.0,15.0,5.0,9.0,,9.0,,,11.0,,3.0,7.0,8.0,9.0,3.0,9.0,5.0,4.0,1.0,4.0,8.0,2.0,2.0,4.0,,3.0,,9.0,4.0,2.0,,4.0,5.0,,,,,,,,,,,,,83.1,81.2,low_confidence,75
EAST CHICAGO 7,East Chicago,107.0,55 56,255.0,20.0,2.8,,32.0,6.0,22.0,35.0,33.0,50.0,16.0,7.0,12.0,13.0,7.0,22.0,8.0,3.0,10.0,15.0,20.0,16.0,7.0,4.0,4.0,7.0,4.0,8.0,1.0,1.0,1.0,4.0,7.0,5.0,3.0,1.0,2.0,4.0,2.0,3.0,,,,,,,,,,,,,84.7,92.3,high_confidence,75
CINCINNATI OHIO,Cincinnati,126.0,54 55,302.0,40.0,4.2,,16.0,39.0,13.0,14.0,,18.0,10.0,22.0,33.0,45.0,20.0,72.0,7.0,23.0,9.0,9.0,3.0,10.0,6.0,9.0,17.0,4.0,12.0,40.0,3.0,15.0,6.0,4.0,2.0,3.0,2.0,,2.0,7.0,1.0,1.0,,,,,,,,,,,,,93.8,88.9,high_confidence,75
MUNI MUM,MUNI MUM,,,44.0,6.0,1.3,1.0,1.0,,1.0,,,1.0,,20.0,6.0,10.0,3.0,2.0,1.0,,1.0,1.0,,,,6.0,3.0,5.0,1.0,2.0,1.0,,1.0,1.0,,,,,2.0,1.0,,2.0,1.0,1.0,,1.0,,2.0,,5.0,4.0,3.0,,1.0,28.0,0.0,unmatched,75
KANSAS CITY WO,Kansas City,150.0,55 56,4.0,18.0,3.1,1.0,4.0,,,,,,,,,,,,9.0,6.0,9.0,3.0,3.0,3.0,2.0,4.0,1.0,,6.0,18.0,4.0,,5.0,2.0,1.0,1.0,1.0,2.0,1.0,,6.0,8.0,2.0,5.0,4.0,1.0,,,,1.0,1.0,,,,89.8,92.9,high_confidence,75
STR LOUIS MOO,St. Louis,154.0,55 56,2.0,23.0,4.5,2.0,2.0,,,,,,,,,,,,4.0,10.0,,,5.0,23.0,4.0,5.0,8.0,4.0,4.0,,3.0,9.0,,4.0,3.0,,3.0,4.0,8.0,3.0,3.0,5.0,3.0,9.0,,2.0,2.0,2.0,3.0,4.0,8.0,3.0,2.0,3.0,84.7,91.7,high_confidence,75
MEW ORLEANS 14,New Orleans,162.0,55,12.0,39.0,25.3,1.0,2.0,3.0,3.0,4.0,,,,,,,,,,11.0,,39.0,9.0,5.0,29.0,15.0,10.0,12.0,1.0,9.0,4.0,6.0,190.0,17.0,4.0,3.0,9.0,,,6.0,6.0,8.0,3.0,3.0,5.0,,2.0,1.0,2.0,2.0,1.0,3.0,,7.0,81.3,80.0,low_confidence,75
FT WORTH TEXAS,Ft. Worth,174.0,54 55,55.0,8.0,2.6,,8.0,2.0,4.0,6.0,2.0,3.0,3.0,10.0,4.0,4.0,4.0,5.0,5.0,2.0,2.0,4.0,2.0,2.0,2.0,8.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,,2.0,2.0,6.0,4.0,1.0,2.0,,,,,,,,,,,,,,88.8,85.7,high_confidence,75
HOUSTON TEXAS,Houston,177.0,54 55,4.0,31.0,8.4,,,,,4.0,,,,,,,,,,23.0,12.0,22.0,10.0,12.0,9.0,10.0,31.0,11.0,19.0,15.0,,9.0,8.0,14.0,5.0,6.0,6.0,5.0,13.0,9.0,9.0,8.0,,,,,,,,,,,,,87.1,91.7,high_confidence,76
MIMI MUR,Miami,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.8,61.5,low_confidence,76
BELLAIRE TEXAS,Bellaire,179.0,54 55,,19.0,22.5,1.0,,,,,,,,,,,,,9.0,5.0,7.0,19.0,15.0,18.0,8.0,9.0,16.0,,2.0,6.0,4.0,3.0,5.0,14.0,7.0,11.0,4.0,5.0,,190.0,1.0,4.0,2.0,2.0,4.0,9.0,4.0,4.0,2.0,,4.0,6.0,1.0,1.0,95.6,92.3,high_confidence,76
MIL MUM,Mil MUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,0.0,unmatched,76
DENVER COL,Denver,182.0,54 55,,13.0,4.3,1.0,,,,,,,,,,,,,9.0,4.0,7.0,,2.0,5.0,4.0,6.0,4.0,,6.0,13.0,,2.0,,,,2.0,3.0,5.0,4.0,4.0,,10.0,6.0,,6.0,4.0,1.0,,,,,,,,93.2,95.2,high_confidence,76
SALT LAKE CITY UTAH,Salt Lake City,185.0,54 55,76.0,21.0,2.9,,5.0,33.0,,3.0,2.0,3.0,9.0,2.0,2.0,4.0,3.0,10.0,1.0,21.0,3.0,2.0,,2.0,5.0,2.0,2.0,2.0,3.0,6.0,,10.0,1.0,2.0,,2.0,1.0,2.0,2.0,,3.0,3.0,,,,,,,,,,,,,94.3,100.0,exact,76
AMRCHORAGE ALASKA,Anchorage,187.0,54 55,78.0,9.0,2.3,,9.0,3.0,1.0,4.0,,6.0,3.0,23.0,4.0,12.0,1.0,12.0,9.0,2.0,1.0,2.0,,4.0,3.0,9.0,3.0,6.0,1.0,7.0,9.0,1.0,1.0,1.0,,3.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,91.5,90.9,high_confidence,76
SAM FRANCISCO CALIF,San Francisco,204.0,56,3864.0,209.0,46.9,,432.0,93.0,,130.0,98.0,141.0,130.0,78.0,25.0,120.0,2609.0,8.0,209.0,63.0,37.0,130.0,55.0,136.0,58.0,68.0,16.0,106.0,96.0,8.0,3.0,33.0,59.0,130.0,10.0,131.0,6.0,,,84.0,5.0,8.0,,,,,,,,,,,,,92.8,94.7,high_confidence,76
PASADENA CALIF,Pasadena,199.0,54 56,121.0,,,,11.0,9.0,10.0,5.0,2.0,8.0,18.0,6.0,22.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.7,100.0,exact,76
MUN,MUN,,,,,3.8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,3.0,2.0,,4.0,,4.0,,,,,2.0,,,,,,2.0,4.0,,,,,86.2,0.0,unmatched,76
BERKELEY CALIF,Berkeley,191.0,54 55,10.0,206.0,21.2,6.0,3.0,,,,,,3.0,,,4.0,,,10.0,20.0,,,,11.0,59.0,26.0,206.0,33.0,76.0,23.0,8.0,17.0,,,,11.0,46.0,21.0,19.0,25.0,28.0,16.0,6.0,13.0,,,,11.0,30.0,16.0,18.0,19.0,6.0,9.0,95.0,100.0,exact,76
SAW JOSE CALIF,San Jose,206.0,54 56,23.0,28.0,6.2,1.0,4.0,,,,,4.0,,5.0,,4.0,,6.0,6.0,15.0,5.0,,10.0,28.0,9.0,24.0,10.0,14.0,12.0,15.0,4.0,6.0,4.0,,4.0,13.0,3.0,8.0,6.0,8.0,6.0,6.0,3.0,2.0,3.0,,1.0,4.0,1.0,2.0,1.0,2.0,4.0,3.0,94.2,92.9,high_confidence,76
SAN LEANODORO CALIF,San Leandro,207.0,55 56,15.0,29.0,9.3,1.0,3.0,,,1.0,1.0,,4.0,4.0,1.0,,,1.0,15.0,3.0,14.0,5.0,17.0,16.0,15.0,26.0,13.0,29.0,11.0,1.0,,3.0,7.0,5.0,17.0,11.0,9.0,13.0,13.0,14.0,,1.0,2.0,3.0,1.0,5.0,17.0,6.0,3.0,4.0,13.0,6.0,2.0,1.0,85.7,94.4,high_confidence,76
SUBURBAN,SUBURBAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,,skip,76
MI OOLESEX CNTY MASS,Middlesex County,219.0,,,3.0,3.3,1.0,,,,,,,,,,,,,2.0,1.0,2.0,,1.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,,1.0,2.0,4.0,4.0,3.0,5.0,7.0,2.0,2.0,3.0,1.0,,1.0,1.0,3.0,3.0,2.0,5.0,5.0,2.0,80.4,82.9,low_confidence,76
LA KEHURST WN J,Lakehurst,220.0,55 56,19.0,7.0,3.5,1.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,,2.0,1.0,2.0,1.0,4.0,4.0,3.0,1.0,,5.0,3.0,,1.0,7.0,3.0,3.0,3.0,4.0,1.0,,,5.0,3.0,,,7.0,2.0,3.0,2.0,4.0,,,,5.0,3.0,,,7.0,1.0,3.0,87.2,92.9,high_confidence,76
KA NAWHA CO WWW VA,Kanawha County,221.0,55,17.0,4.0,1.9,1.0,1.0,3.0,2.0,,2.0,1.0,3.0,1.0,,2.0,1.0,1.0,1.0,3.0,4.0,,4.0,1.0,4.0,2.0,,1.0,1.0,2.0,1.0,2.0,3.0,,4.0,1.0,2.0,2.0,,1.0,1.0,2.0,1.0,2.0,3.0,,4.0,1.0,2.0,2.0,,1.0,1.0,2.0,81.7,81.1,low_confidence,76
HA MILTON COUNTY OHIO,Hamilton County,224.0,54,21.0,22.0,4.4,1.0,,1.0,,,,,3.0,4.0,4.0,4.0,3.0,2.0,,6.0,,,,,3.0,8.0,3.0,4.0,4.0,22.0,,6.0,,,,,2.0,3.0,1.0,3.0,3.0,13.0,,6.0,,,,,1.0,1.0,1.0,3.0,3.0,5.0,91.8,89.5,high_confidence,76
DE NVER COUNTY COLO,Denver County,227.0,54 55,10.0,3.0,2.0,1.0,,1.0,1.0,1.0,,,1.0,,2.0,2.0,1.0,1.0,,,1.0,3.0,,,,,2.0,3.0,3.0,,,,1.0,3.0,,,,,1.0,2.0,3.0,,,,1.0,3.0,,,,,1.0,2.0,3.0,,90.2,97.3,high_confidence,76
